bp_idx,base_prompt,base_prompt_score,base_prompt_regression_score,generated_pv,generated_pv_score
512,Design a guide for third-grade readers to learn about book clubs and discussions.,22.25,20.78125,Design a guide for third-grade readers to learn about book clubs and discussions. Important: include book selection tips and discussion starters.,20.671875
513,Produce a study guide for third-grade students to learn about mythology book features.,22.0,20.203125,Produce a study guide for third-grade students to learn about mythology book features. Important: include every single book feature,20.109375
514,Write a guide for third-graders to recognize utopian book characteristics.,22.5,18.921875,Write a guide for third-graders to recognize utopian book characteristics. Important: focus on utopian characteristics only.,18.28125
515,Design a guide for third-grade readers to learn about environmental fiction book features.,21.75,20.515625,Design a guide for third-grade readers to learn about environmental fiction book features. Important: make sure to talk only about environmental fiction book features.,20.578125
516,Craft a learning guide for third-graders to analyze informational book content.,23.0,20.3125,Craft a learning guide for third-graders to analyze informational book content. Important: include only information about the book.,20.265625
517,Create a reading guide for a third-grader on identifying fantasy book genres.,22.5,19.828125,Create a reading guide for a third-grader on identifying fantasy book genres. Important: focus on fantasy book genres. The word 'third-grade' is not included. Only the phrase 'learning guide' is used. The word 'third-grader',19.21875
518,Create a guide for third-graders to explore audiobooks as a reading option.,22.25,19.234375,Create a guide for third-graders to explore audiobooks as a reading option. Important: make sure to talk only about audiobooks,18.875
519,Write a guide for third-graders to recognize book recommendations from teachers and peers.,21.5,20.09375,Write a guide for third-graders to recognize book recommendations from teachers and peers. Important: include only recommendations from teachers and peers,20.125
520,Compose a guide for third-graders to distinguish between chapter books and early readers.,23.25,19.703125,Compose a guide for third-graders to distinguish between chapter books and early readers. Important: only talk about chapter books and early readers.,20.1875
521,Design a guide for third-grade readers to learn about series books and their benefits.,21.5,20.984375,"Design a guide for third-grade readers to learn about series books and their benefits. Important: include the word ""learning"" and ""benefits""",20.40625
522,Create a guide for third-graders to explore graphic novels as a book genre.,21.25,20.203125,Create a guide for third-graders to explore graphic novels as a book genre. Important: include only graphic novels.,20.671875
523,Compose a guide for third-graders to distinguish between print and digital books.,21.25,20.28125,Compose a guide for third-graders to distinguish between print and digital books. Important: make sure to talk only about print and digital books.,20.25
524,Develop a guide for third-grade students to understand early reader book characteristics.,20.25,20.921875,Develop a guide for third-grade students to understand early reader book characteristics. Important: focus on the characteristics of early reader books.,21.21875
525,Prepare a guide for third-grade readers to identify fantasy creatures in literature.,22.75,20.375,Prepare a guide for third-grade readers to identify fantasy creatures in literature. Important: talk only about fantasy creatures.,20.65625
526,Prepare a guide for third-grade readers to identify accessibility features in e-books.,22.5,20.0,"Prepare a guide for third-grade readers to identify accessibility features in e-books. Important: emphasize the importance of accessibility for all readers, including third-graders",20.203125
527,Create a guide for third-graders to explore magical realism book elements.,21.75,19.21875,Create a guide for third-graders to explore magical realism book elements. Important: focus on elements,19.3125
528,Produce a study guide for third-grade students to learn about author studies and biographies.,21.75,20.015625,Produce a study guide for third-grade students to learn about author studies and biographies. Important: focus only on author studies and biographies,20.21875
529,Write a comprehensive guide for third-graders to understand science fiction book characteristics.,21.75,19.484375,Write a comprehensive guide for third-graders to understand science fiction book characteristics. Important: include only science fiction book characteristics.,19.390625
530,Write a guide for third-graders to recognize transitional books as a stepping stone.,23.0,19.6875,Write a guide for third-graders to recognize transitional books as a stepping stone. Important: focus on recognizing transitional books.,19.625
531,Craft a learning guide for third-graders to analyze realistic fiction book themes.,21.0,19.953125,Craft a learning guide for third-graders to analyze realistic fiction book themes. Important: focus on themes only. Focus on the third-grader's perspective. Focus on the author's perspective. Focus on the themes. Focus on the plot. Focus on,19.984375
532,Craft a learning guide for third-graders to analyze social justice book content.,23.75,19.9375,Craft a learning guide for third-graders to analyze social justice book content. Important: focus on analyzing the content of the books the children are reading.,19.796875
533,Create a guide for third-graders to explore illustrated nonfiction book formats.,20.0,19.84375,Create a guide for third-graders to explore illustrated nonfiction book formats. Important: make sure to talk only about illustrated nonfiction book formats.,19.84375
534,Design a guide for third-grade readers to learn about biography book characteristics.,21.75,20.84375,Design a guide for third-grade readers to learn about biography book characteristics. Important: make sure to talk only about biography book characteristics,20.65625
535,Write a guide for third-graders to recognize picture books as a distinct genre.,22.75,20.265625,Write a guide for third-graders to recognize picture books as a distinct genre. Important: make sure to talk only about picture books,20.09375
536,Develop a step-by-step guide for third-grade students to explore mystery book types.,24.25,19.90625,Develop a step-by-step guide for third-grade students to explore mystery book types. Important: include a comprehensive guide for third-graders.,19.78125
537,Compose a guide for third-graders to distinguish between fiction and nonfiction books.,23.25,19.75,Compose a guide for third-graders to distinguish between fiction and nonfiction books. Important: emphasize the key differences between the two types of books.,20.46875
538,Compose a guide for third-graders to distinguish between romance and non-romance books.,22.75,19.609375,Compose a guide for third-graders to distinguish between romance and non-romance books. Important: focus on the genre of romance.,19.671875
539,Produce a study guide for third-grade students to learn about animal fiction book types.,19.5,19.9375,Produce a study guide for third-grade students to learn about animal fiction book types. Important: make sure to talk only about animal fiction book types,20.046875
540,Develop a guide for third-grade students to understand poetry as a literary form.,23.25,21.03125,Develop a guide for third-grade students to understand poetry as a literary form. Important: talk only about poetry as a literary form. Focus: on the three key elements of poetry. Emphasize the importance of understanding the three key elements of poetry.,20.390625
541,Produce a study guide for third-grade students to learn about adventure book features.,22.75,19.671875,Produce a study guide for third-grade students to learn about adventure book features. Important: include all features mentioned in the book.,20.109375
542,Create a simple machines guide for a third-grade student to understand the concept of mechanical advantage.,21.75,21.046875,Create a simple machines guide for a third-grade student to understand the concept of mechanical advantage. Important: focus on the mechanical advantage aspect of simple machines.,20.671875
543,Compose a simple machines guide for a third-grade student to learn about simple machines in construction.,22.25,21.140625,Compose a simple machines guide for a third-grade student to learn about simple machines in construction. Important: make sure to talk only about simple machines,21.34375
544,Prepare a simple machines guide for a third-grader to recognize the role of simple machines in transportation.,23.5,20.875,Prepare a simple machines guide for a third-grader to recognize the role of simple machines in transportation. Important: focus on simple machines.,20.578125
545,Produce a detailed guide for a third-grade student to learn about simple machines in everyday life.,23.75,20.9375,Produce a detailed guide for a third-grader to learn about simple machines in everyday life. Important: focus only on simple machines,21.390625
546,Craft a simple machines guide for a third-grader to understand the importance of simple machines.,21.5,20.640625,Craft a simple machines guide for a third-grader to understand the importance of simple machines. Important: focus only on simple machines,20.46875
547,Craft a simple machines guide for a third-grader to understand the connection between simple machines and technology.,22.0,20.34375,Craft a simple machines guide for a third-grader to understand the connection between simple machines and technology. Important: focus on the connection between simple machines and technology.,20.765625
548,Compose a simple machines guide for a third-grade student to learn about simple machines in historical events.,21.25,21.359375,Compose a simple machines guide for a third-grade student to learn about simple machines in historical events. Important: make sure to talk only about simple machines,21.28125
549,Compose a beginner's guide to simple machines for a third-grade student with engaging examples.,20.25,21.0625,Compose a beginner's guide to simple machines for a third-grade student with engaging examples. Important: focus only on simple machines.,20.359375
550,Write a simple machines guide for a third-grader to comprehend the concept of simple machines in physics.,22.25,20.5625,Write a simple machines guide for a third-grader to comprehend the concept of simple machines in physics. Important: include all the details about simple machines.,20.6875
551,Create a simple machines guide for a third-grade student explaining basic types of levers.,22.5,20.46875,Create a simple machines guide for a third-grade student explaining basic types of levers. Important: make sure to talk only about levers,20.140625
552,Prepare a simple machines guide for a third-grader to design and build simple machines.,22.75,20.75,Prepare a simple machines guide for a third-grader to design and build simple machines. Important: make sure to talk only about simple machines,20.34375
553,Craft a fun interactive guide for a third-grader to explore simple machines like inclined planes.,21.5,19.546875,Craft a fun interactive guide for a third-grader to explore simple machines like inclined planes. Important: make sure to talk only about inclined planes,19.5625
554,Create a simple machines guide for a third-grade student to learn about the wheel and axle.,22.5,20.796875,Create a simple machines guide for a third-grader to learn about the wheel and axle. Important: make sure to talk only about the wheel and axle. Use simple machines to explain how they work. Focus on the wheel and axle.,20.453125
555,Write a comprehensive guide on simple machines suitable for a third-grade level of understanding.,21.5,19.796875,Write a comprehensive guide on simple machines suitable for a third-grade level of understanding. Important: make sure to talk only about simple machines.,19.71875
556,Develop a simple machines guide for a third-grader to understand the impact of simple machines on society.,22.75,20.59375,Develop a simple machines guide for a third-grader to understand the impact of simple machines on society. Important: make sure to talk only about simple machines,20.921875
557,Produce a simple machines guide for a third-grade student to develop problem-solving skills using simple machines.,23.0,20.40625,Produce a simple machines guide for a third-grade student to develop problem-solving skills using simple machines. Important: focus on the use of simple machines,20.375
558,Write a simple machines guide for a third-grader to learn about the different types of simple machines.,23.25,20.828125,Write a simple machines guide for a third-grader to learn about the different types of simple machines. Important: include the definition of each type of simple machine.,20.6875
559,Write a simple machines guide for a third-grader to comprehend the basics of simple tools.,20.75,20.625,Write a simple machines guide for a third-grader to comprehend the basics of simple tools. Important: include a detailed explanation of all the different types of simple machines.,20.4375
560,Compose a simple machines guide for a third-grade student to learn about simple machines in science experiments.,21.0,21.21875,Compose a simple machines guide for a third-grade student to learn about simple machines in science experiments. Important: make sure to talk only about simple machines,20.84375
561,Craft a simple machines guide for a third-grader to understand the relationship between simple machines and energy.,22.25,20.40625,Craft a simple machines guide for a third-grader to understand the relationship between simple machines and energy. Important: make sure to talk only about simple machines and energy.,20.546875
562,Design a simple machines guide for a third-grader to visualize the working of simple machines in daily life.,21.25,20.8125,Design a simple machines guide for a third-grader to visualize the working of simple machines in daily life. Important: include only simple machines,20.90625
563,Construct a guidebook on simple machines for a third-grade student with real-life applications.,24.0,20.625,Construct a guidebook on simple machines for a third-grade student with real-life applications. Important: make sure to talk only about simple machines.,20.171875
564,Construct a simple machines guide for a third-grade student to analyze the use of simple machines in various industries.,22.5,20.625,Construct a simple machines guide for a third-grade student to analyze the use of simple machines in various industries. Important: focus on simple machines. Analyze the use of simple machines. Identify examples in industries.,20.71875
565,Prepare a simple machines guide for a third-grader to grasp concepts through hands-on activities.,21.5,20.5625,Prepare a simple machines guide for a third-grader to grasp concepts through hands-on activities. Important: talk only about simple machines.,20.671875
566,Develop a simple machines guide for a third-grader to understand the concept of gears.,21.5,20.453125,Develop a simple machines guide for a third-grader to understand the concept of gears. Important: make sure to talk only about gears.,20.40625
567,Produce a simple machines guide for a third-grade student to develop critical thinking skills using simple machines.,22.25,20.890625,Produce a simple machines guide for a third-grade student to develop critical thinking skills using simple machines. Important: emphasize critical thinking,20.59375
568,Prepare a simple machines guide for a third-grader to recognize the significance of simple machines in modern times.,22.0,20.75,Prepare a simple machines guide for a third-grader to recognize the significance of simple machines in modern times. Important: make sure to talk only about simple machines,20.515625
569,Design a simple machines guide for a third-grader to visualize the working of simple machines in nature.,22.5,20.859375,Design a simple machines guide for a third-grader to visualize the working of simple machines in nature. Important: make sure to include simple machines,20.734375
570,Design a visual guide to help a third-grader understand how pulleys work as simple machines.,20.5,19.234375,Design a visual guide to help a third-grader understand how pulleys work as simple machines. Important: focus only on pulleys.,19.0625
571,Develop a step-by-step guide for a third-grader to learn about simple machines and their uses.,22.75,20.296875,Develop a step-by-step guide for a third-grader to learn about simple machines and their uses. Important: make sure to talk only about simple machines and their uses.,20.15625
572,Design a simple machines guide for a third-grader to visualize the working of pulleys.,23.0,19.703125,Design a simple machines guide for a third-grader to visualize the working of pulleys. Important: make sure to talk only about simple machines.,20.03125
573,Create a simple machines guide for a third-grade student to learn about simple machines in art and architecture.,21.5,21.0,Create a simple machines guide for a third-grade student to learn about simple machines in art and architecture. Important: focus only on simple machines.,20.859375
574,Construct a simple machines guide for a third-grade student to analyze the use of simple machines in agriculture.,22.5,20.78125,Construct a simple machines guide for a third-grader to analyze the use of simple machines in agriculture. Important: make sure to talk only about simple machines,20.515625
575,Develop a simple machines guide for a third-grader to appreciate the history of simple machines.,23.0,20.59375,Develop a simple machines guide for a third-grader to appreciate the history of simple machines. Important: make sure to talk only about simple machines.,20.4375
576,Produce a simple machines guide for a third-grade student to identify different types of levers.,22.0,20.0,Produce a simple machines guide for a third-grader to identify different types of levers. Important: make sure to talk only about levers,19.84375
577,Construct a simple machines guide for a third-grade student to evaluate the efficiency of simple machines.,21.5,20.796875,Construct a simple machines guide for a third-grade student to evaluate the efficiency of simple machines. Important: make sure to talk only about simple machines,20.96875
578,Design a straightforward guide explaining the concept of emotional intelligence for a third-grade student.,23.0,20.203125,Design a straightforward guide explaining the concept of emotional intelligence for a third-grade student. Important: talk only about emotional intelligence,19.953125
579,Make a concise guide explaining the importance of kindness towards others for a third-grader.,21.5,19.15625,Make a concise guide explaining the importance of kindness towards others for a third-grader. Important: focus on the importance of kindness,19.34375
580,Make a simple guide explaining the importance of forgiveness for a third-grader.,21.25,19.125,Make a simple guide explaining the importance of forgiveness for a third-grader. Important: make sure to talk only about forgiveness,19.125
581,Create a colorful guide teaching conflict resolution skills to a third-grader.,21.25,19.328125,Create a colorful guide teaching conflict resolution skills to a third-grader. Important: make sure to talk only about conflict resolution skills,18.671875
582,Design a straightforward guide explaining the concept of emotional safety for a third-grade student.,24.0,19.84375,Design a straightforward guide explaining the concept of emotional safety for a third-grade student. Important: make sure to talk only about emotional safety.,19.84375
583,Create a colorful guide teaching self-reflection techniques for a third-grader.,22.75,19.3125,Create a colorful guide teaching self-reflection techniques for a third-grader. Important: focus on teaching self-reflection techniques,19.03125
584,Create a fun guide teaching problem-solving strategies for a third-grader.,21.5,19.515625,Create a fun guide teaching problem-solving strategies for a third-grader. Important: make sure to talk only about problem-solving strategies,19.578125
585,Craft a engaging guide exploring the relationship between emotions and creativity for a third-grader.,21.25,19.703125,Craft a guide that explores the relationship between emotions and creativity for a third-grader. Important: focus only on emotions,20.140625
586,Compose a short guide on building strong friendships for a third-grader.,22.5,19.734375,Compose a short guide on building strong friendships for a third-grader. Important: emphasize the importance of building strong friendships,19.78125
587,Write a basic guide on developing effective communication skills for a third-grade student.,21.5,20.015625,Write a basic guide on developing effective communication skills for a third-grade student. Important: make sure to talk only about communication skills.,19.875
588,Design an interactive guide teaching empathy skills to a third-grader.,20.25,19.390625,Design an interactive guide teaching empathy skills to a third-grader. Important: make sure to talk only about empathy,19.140625
589,Craft a fun guide explaining self-awareness concepts to a third-grade student.,21.5,20.1875,Craft a fun guide explaining self-awareness concepts to a third-grader. Important: make sure to talk only about self-awareness.,20.0
590,Develop a guide emphasizing the role of self-care in maintaining emotional balance for a third-grader.,21.5,20.0625,Develop a guide emphasizing the role of self-care in maintaining emotional balance for a third-grader. Important: focus only on self-care.,20.234375
591,Compose a short guide on recognizing and respecting personal boundaries for a third-grader.,21.5,19.125,Compose a short guide on recognizing and respecting personal boundaries for a third-grader. Important: make sure to talk only about personal boundaries,18.9375
592,Develop a guide highlighting the benefits of mindfulness practices for a third-grader.,22.0,19.765625,Develop a guide highlighting the benefits of mindfulness practices for a third-grader. Important: focus on the benefits,19.859375
593,Produce a concise guide outlining coping mechanisms for dealing with difficult emotions for a third-grade student.,21.5,20.984375,Produce a concise guide outlining coping mechanisms for dealing with difficult emotions for a third-grade student. Important: focus only on coping mechanisms.,20.609375
594,Develop a guide highlighting the value of active listening for a third-grader.,22.5,19.734375,Develop a guide highlighting the value of active listening for a third-grader. Important: emphasize the importance of active listening.,19.78125
595,Produce a visual guide illustrating anger management techniques for a third-grader.,20.0,19.3125,Produce a visual guide illustrating anger management techniques for a third-grader. Important: make sure to talk only about anger management techniques,19.296875
596,Build a guide helping third-graders identify and express their emotions effectively.,22.0,19.421875,Build a guide helping third-graders identify and express their emotions effectively. Important: focus on the emotional expression part.,19.28125
597,Write a simple guide to understanding feelings for a third-grade student.,23.0,19.515625,Write a simple guide to understanding feelings for a third-grade student. Important: focus only on understanding and expressing feelings.,19.921875
598,Craft a engaging guide exploring the connection between emotions and physical health for a third-grader.,21.5,19.71875,Craft a engaging guide exploring the connection between emotions and physical health for a third-grader. Important: focus on physical health.,19.65625
599,Prepare a beginner's guide to understanding and expressing gratitude for a third-grade student.,23.0,19.90625,Prepare a beginner's guide to understanding and expressing gratitude for a third-grade student. Important: talk only about gratitude.,19.75
700,Make a guide for a third-grader to learn about the concept of scheduling breaks.,22.0,19.734375,Make a guide for a third-grader to learn about the concept of scheduling breaks. Important: include a section on break times.,19.921875
701,Write a guide on how to tell time on an analog clock for a third-grade student.,24.25,19.765625,"Write a guide on how to tell time on an analog clock for a third-grade student. Important: focus only on telling time on an analog clock. Now, rewrite the following base instruction:",20.171875
702,Produce a guide on how a third-grade student can use a calendar to plan events.,21.75,20.28125,Produce a guide on how a third-grade student can use a calendar to plan events. Important: make sure to talk only about using a calendar.,20.453125
703,Design a guide for a third-grader to understand the concept of scheduling appointments.,21.5,20.359375,Design a third-grade learning guide to understand the concept of scheduling appointments. Important: include all the necessary details about scheduling appointments.,21.265625
704,Make a guide for a third-grader to learn about the importance of punctuality.,24.0,19.296875,Make a guide for a third-grader to learn about the importance of punctuality. Important: include activities and examples for teaching.,19.28125
705,Create a guide for a third-grader to understand the concept of AM and PM times.,22.75,19.875,Create a guide for a third-grader to understand the concept of AM and PM times. Important: include only the times.,19.8125
706,Craft a guide on how to use a planner to stay organized for a third-grade student.,22.25,20.421875,Create a learning guide for a third-grader on how to use a planner to stay organized. Important: make sure to talk only about using a planner.,21.03125
707,Develop a guide on how to read a digital clock for a third-grade student.,21.5,20.046875,Develop a guide on how to read a digital clock for a third-grade student. Important: make sure to talk only about digital clocks,20.15625
708,Produce a guide on how a third-grade student can set realistic goals and deadlines.,21.75,19.34375,Produce a guide on how a third-grade student can set realistic goals and deadlines. Important: make sure to talk only about setting realistic goals and deadlines.,19.484375
709,Craft a guide on how to maintain a healthy work-life balance for a third-grade student.,22.0,19.578125,Craft a guide on how to maintain a healthy work-life balance for a third-grade student. Important: talk only about work-life balance. Important: for a third-grade student.,19.625
710,Create a guide for a third-grader to learn about the concept of flexibility in schedules.,21.75,20.3125,Create a guide for a third-grader to learn about the concept of flexibility in schedules. Important: make sure to talk only about flexibility.,20.40625
711,Craft a guide on how to handle changes in a daily schedule for a third-grade student.,21.75,19.796875,Craft a guide on how to handle changes in a daily schedule for a third-grade student. Important: Focus on the student. Changes. Daily. Schedule. Third-grade. Student.,19.65625
712,Produce a guide on how a third-grade student can communicate their schedule to others.,21.25,20.296875,Produce a guide on how a third-grade student can communicate their schedule to others. Important: focus on scheduling. Important: use clear and concise language. Important: be clear about the format. Important: explain the importance of keeping a schedule. Important:,20.515625
713,Make a guide for a third-grader to understand the concept of prioritizing tasks.,22.25,19.234375,Make a guide for a third-grader to understand the concept of prioritizing tasks. Important: only include the concept of prioritizing tasks.,19.578125
714,Develop a daily schedule guide for a third-grader to follow during the school year.,22.75,20.328125,Develop a daily schedule guide for a third-grader to follow during the school year. Important: make sure to include all the necessary details.,20.15625
715,Produce a guide on how a third-grade student can prioritize tasks using a checklist.,23.0,19.640625,Produce a guide on how a third-grade student can prioritize tasks using a checklist. Important: use a checklist. Prioritization is key. Make sure it's done correctly.,19.75
716,Design a guide for a third-grader to learn about the concept of deadlines.,21.5,20.125,Design a third-grade learning guide on learning about deadlines,20.546875
717,Write a step-by-step guide on how a third-grader can set reminders for upcoming events.,21.5,19.0,Write a step-by-step guide on how a third-grader can set reminders for upcoming events. Important: make sure to talk only about reminders.,19.046875
718,Craft a bedtime schedule guide for a third-grader to ensure they get enough sleep.,23.75,19.96875,Craft a bedtime schedule guide for a third-grader to ensure they get enough sleep. Important: make sure to talk only about sleep.,19.796875
719,Write a guide on how a third-grade student can measure time intervals accurately.,20.5,19.421875,Write a guide on how a third-grade student can measure time intervals accurately. Important: make sure to talk only about time intervals,19.46875
720,Make a guide for a third-grader to understand the concept of elapsed time.,21.25,19.859375,Make a guide for a third-grader to understand the concept of elapsed time. Important: focus only on elapsed time.,19.890625
721,Design a guide for a third-grader to understand the concept of time estimation.,21.5,20.0,Design a guide for a third-grader to understand the concept of time estimation. Important: make sure to include time estimation techniques,20.078125
722,Develop a guide on how to compare different time schedules for a third-grade student.,21.25,20.140625,Develop a guide on how to compare different time schedules for a third-grade student. Important: focus on comparing time schedules for third-graders only.,20.453125
723,Design a guide on how to read a map grid for a third-grader to understand coordinates.,23.75,20.0,Design a guide on how to read a map grid for a third-grader to understand coordinates. Important: emphasize understanding coordinates. Third-grade map reading. Important: focus on third-grade level. Important: use map grid. Important: explain coordinates. Important,20.265625
724,Create a beginner's guide on how to use a map to find schools within a neighborhood.,23.0,18.734375,Create a beginner's guide on how to use a map to find schools within a neighborhood. Important: make sure to talk only about map usage.,18.5625
725,Produce a visual guide for third-graders to recognize different types of roads on a map.,22.0,20.203125,Create a visual guide for third-graders to recognize different types of roads on a map. Important: make sure to talk only about roads.,20.265625
726,Produce a visual guide for third-graders to recognize different types of forests on a map.,21.25,19.828125,Produce a visual guide for third-graders to recognize different types of forests on a map. Important: make sure to include all the types of forests,20.21875
727,Develop a guide on understanding map projections for a third-grader to visualize the globe.,20.0,20.625,Develop a guide on understanding map projections for a third-grader to visualize the globe. Important: talk only about map projections,20.40625
728,Prepare a hands-on guide for third-grade students to practice using a map to find emergency services.,24.25,20.953125,Prepare a hands-on guide for third-grade students to practice using a map to find emergency services. Important: emphasize the need for map use,20.828125
729,Develop a comprehensive guide on using maps for a third-grader to understand directions.,23.25,20.453125,Develop a comprehensive guide on using maps for a third-grader to understand directions. Important: make sure to talk only about directions.,20.4375
730,Compose a concise guide on measuring distances using a map scale for a third-grader.,22.75,19.6875,Compose a concise guide on measuring distances using a map scale for a third-grader. Important: focus on the map scale,19.53125
731,Prepare a hands-on guide for third-grade students to practice using a map to find addresses.,21.5,20.84375,Prepare a hands-on guide for third-grade students to practice using a map to find addresses. Important: include a detailed map of the school.,20.703125
732,Design a beginner's guide on how to read a topographic map for a third-grader.,22.75,18.75,Design a beginner's guide on how to read a topographic map for a third-grader. Important: make sure to talk only about topographic maps,18.625
733,Write a step-by-step guide for third-grade students to locate countries on a world map.,22.25,20.03125,Write a step-by-step guide for third-grade students to locate countries on a world map. Important: make sure to talk only about countries. Third-graders should not be allowed to create their own maps. Only the teacher should be allowed to do this,19.640625
734,Write a step-by-step guide for third-grade students to locate oceans on a world map.,21.75,20.046875,Write a step-by-step guide for a third-grader to locate oceans on a world map. Important: only include the information about locating oceans.,19.96875
735,Prepare a hands-on guide for third-grade students to practice using a compass rose.,20.25,20.40625,Prepare a hands-on guide for a third-grade student to practice using a compass rose. Important: make sure to talk only about using a compass rose.,20.453125
736,Develop a guide on understanding map scales for a third-grader to measure distances accurately.,21.75,20.1875,Develop a guide on understanding map scales for a third-grader to measure distances accurately. Important: focus only on map scales,20.171875
737,Compose a concise guide on using a map to plan a route for a third-grader.,22.5,20.109375,Compose a concise guide on using a map to plan a route for a third-grader. Important: use only maps.,20.546875
738,Compose a concise guide on using a map to navigate through a park for a third-grader.,22.0,20.25,Compose a concise guide on using a map to navigate through a park for a third-grader. Important: only include the information on map usage,20.046875
739,Design a guide on how to read a map key for a third-grader to understand symbols.,23.75,19.53125,Design a guide on how to read a map key for a third-grader to understand symbols. Important: explain the symbols,19.921875
740,Craft a simple guide for a third-grade student to identify major landforms on a map.,21.5,20.3125,Craft a simple guide for a third-grade student to identify major landforms on a map. Important: talk only about landforms.,20.25
741,Craft a simple guide for a third-grade student to identify major bodies of water on a map.,21.75,21.0,Create a learning guide for a third-grade student to identify major bodies of water on a map. Important: focus on identifying major bodies of water on a map,21.421875
742,Create a beginner's guide on how to use a map to find landmarks within a town.,21.25,18.984375,Create a beginner's guide on how to use a map to find landmarks within a town. Important: focus only on the process of using a map,18.953125
743,Develop a guide on understanding map legends for a third-grader to improve their map skills.,23.0,20.453125,Develop a guide on understanding map legends for a third-grader to improve their map skills. Important: make sure to talk only about map legends,20.5
744,Craft a simple guide for a third-grade student to identify major rivers on a map.,21.75,20.171875,Craft a simple guide for a third-grade student to identify major rivers on a map. Important: include only major rivers,20.28125
745,Write a fun interactive guide for third-grade students to practice reading map keys.,22.0,20.34375,Write a fun interactive guide for third-grade students to practice reading map keys. Important: make sure to talk only about map keys.,20.0625
746,Produce a visual guide for third-graders to recognize different types of deserts on a map.,23.75,19.421875,Produce a visual guide for third-graders to recognize different types of deserts on a map. Important: include images of each type of desert.,19.8125
747,Design a guide on how to read a map index for a third-grader to find specific locations.,23.75,20.078125,Design a guide on how to read a map index for a third-grader to find specific locations. Important: make sure to talk only about map indexes,20.25
748,Create a beginner's guide on how to use a map to find locations within a city.,23.0,19.109375,Create a beginner's guide on how to use a map to find locations within a city. Important: learn the steps to use a map.,18.921875
749,Prepare a hands-on guide for third-grade students to practice using a map to find hidden objects.,24.25,21.125,Prepare a hands-on guide for third-grade students to practice using a map to find hidden objects. Important: make sure to include only maps as the tool for finding hidden objects.,20.75
750,Create a step-by-step map skills guide for a third-grade student to learn basic navigation.,22.5,19.40625,"Create a step-by-step map skills guide for a third-grade student to learn basic navigation. Important: include a map, a compass, and a guide.",19.234375
751,Write a step-by-step guide for third-grade students to locate states on a US map.,20.25,20.03125,Write a step-by-step guide for third-grade students to locate states on a US map. Important: make sure to talk only about locating states,19.5625
752,Craft a simple guide for a third-grade student to identify major cities on a map.,21.75,20.25,Craft a simple guide for a third-grade student to identify major cities on a map. Important: focus on major cities.,20.578125
753,Compose a concise guide on using a map to plan a trip for a third-grader.,22.0,20.421875,Compose a concise guide on using a map to plan a trip for a third-grader. Important: make sure to talk only about using a map.,20.34375
754,Produce a visual guide for third-graders to recognize different types of mountains on a map.,22.5,19.734375,Produce a visual guide for third-graders to recognize different types of mountains on a map. Important: use only maps to create the visual guide,20.0625
755,Create a poetry-inspired guide for a third-grader to express feelings about ecosystems.,23.25,20.25,Create a poetry-inspired guide for a third-grader to express feelings about ecosystems. Important: include poems and rhymes.,19.703125
